domain,month,rank,page,views
bn.wiktionary.org,2026-07,21,উইকিঅভিধান:উইকিঅভিধান_ভুক্তি_প্রতিযোগিতা_২০২৬,609
bn.wiktionary.org,2026-07,22,বগা,607
bn.wiktionary.org,2026-07,23,পুটকি,593
bn.wiktionary.org,2026-07,24,বনৰী,564
bn.wiktionary.org,2026-07,25,ব্যবহারকারী_আলাপ:ফেসবুক_সুপারস্টার_মনোনেশ_দাস,542
bn.wiktionary.org,2026-07,26,চ,525
bn.wiktionary.org,2026-07,27,ভোদা,524
bn.wiktionary.org,2026-07,28,গুদ,495
bn.wiktionary.org,2026-07,29,মলম,492
bn.wiktionary.org,2026-07,30,উইকিঅভিধান:উইকিঅভিধান_ভুক্তি_প্রতিযোগিতা_২০২৪/অংশগ্রহণকারী,456
bn.wiktionary.org,2026-07,31,পরিশিষ্ট:বাংলা_প্রবাদ-প্রবচনের_তালিকা,451
bn.wiktionary.org,2026-07,32,নিপাতনে_সিদ্ধ,434
bn.wiktionary.org,2026-07,33,ছোটছোট_চোখে_বড়বড়_স্বপ্ন_দেখা,371
bn.wiktionary.org,2026-07,34,লাগালাগি,340
bn.wiktionary.org,2026-07,35,অজগৰ_সাপ,334
bn.wiktionary.org,2026-07,36,ঘোরাঘুরি,332
bn.wiktionary.org,2026-07,37,Montevideo,295
bn.wiktionary.org,2026-07,38,উইকিঅভিধান:থিসরাস,290
bn.wiktionary.org,2026-07,39,আসসালামু_আলাইকুম,288
bn.wiktionary.org,2026-07,40,উইকিঅভিধান:সম্প্রদায়ের_প্রবেশদ্বার,285
bn.wiktionary.org,2026-07,40,চাঁদা,285
bn.wiktionary.org,2026-07,42,ব্যবহারকারী:Aishik_Rehman/common.js,282
bn.wiktionary.org,2026-07,42,প্রিয়তমা,282
bn.wiktionary.org,2026-07,44,রাহু,279
bn.wiktionary.org,2026-07,45,ব্যবহারকারী_আলাপ:Tahmid,277
bn.wiktionary.org,2026-07,45,দুই,277
bn.wiktionary.org,2026-07,47,টুসটুসে,270
bn.wiktionary.org,2026-07,48,মডিউল:আভিধানিক_উপাত্ত,253
bn.wiktionary.org,2026-07,49,ফলা,251
bn.wiktionary.org,2026-07,50,"চোরের_দশদিন,_গৃহস্থের_একদিন",245
bn.wikisource.org,2026-07,1,বিশেষ:সাম্প্রতিক_পরিবর্তনসমূহ,81207
bn.wikisource.org,2026-07,2,বিশেষ:অনুসন্ধান,13295
bn.wikisource.org,2026-07,3,উইকিসংকলন:প্রধান_পাতা,11063
bn.wikisource.org,2026-07,4,জীবনানন্দ_দাশের_শ্রেষ্ঠ_কবিতা/বনলতা_সেন,10674
bn.wikisource.org,2026-07,5,জীবনানন্দ_দাশের_শ্রেষ্ঠ_কবিতা,6855
bn.wikisource.org,2026-07,6,বিষয়শ্রেণী:মুদ্রণ_সংশোধন_করা_হয়েছে,5783
bn.wikisource.org,2026-07,7,জীবনানন্দ_দাশের_শ্রেষ্ঠ_কবিতা/আট_বছর_আগের_একদিন,3516
bn.wikisource.org,2026-07,8,ছাড়পত্র/আঠারো_বছর_বয়স,2649
bn.wikisource.org,2026-07,9,উইকিসংকলন:লিপিশালা,2492
bn.wikisource.org,2026-07,10,জীবনানন্দ_দাশের_শ্রেষ্ঠ_কবিতা/কুড়ি_বছর_পরে,2228
bn.wikisource.org,2026-07,11,জীবনানন্দ_দাশের_শ্রেষ্ঠ_কবিতা/বোধ,1936
bn.wikisource.org,2026-07,12,সঞ্চয়িতা/পাগলা_হাওয়ার_বাদল-দিনে,1918
bn.wikisource.org,2026-07,13,জীবনানন্দ_দাশের_শ্রেষ্ঠ_কবিতা/সুচেতনা,1878
bn.wikisource.org,2026-07,14,"শেষের_কবিতা_(রবীন্দ্রনাথ_ঠাকুর,_১৯২৯)/শেষের_কবিতা",1822
bn.wikisource.org,2026-07,15,জীবনানন্দ_দাশের_শ্রেষ্ঠ_কবিতা/আকাশলীনা,1707
bn.wikisource.org,2026-07,16,সুকুমার_রায়_সমগ্র_রচনাবলী_(দ্বিতীয়_খণ্ড)/কবিতাগুচ্ছ/জীবনের_হিসাব,1514
bn.wikisource.org,2026-07,16,ছাড়পত্র/ছাড়পত্র,1514
bn.wikisource.org,2026-07,18,সুনির্মল_বসুর_শ্রেষ্ঠ_কবিতা/সবার_আমি_ছাত্র,1486
bn.wikisource.org,2026-07,19,লেখক:রবীন্দ্রনাথ_ঠাকুর,1428
bn.wikisource.org,2026-07,20,টেমপ্লেট:PR_TEXTS,1392
bn.wikisource.org,2026-07,21,কথা_(১৯৩৮)/অভিসার,1345
bn.wikisource.org,2026-07,22,জীবনানন্দ_দাশের_শ্রেষ্ঠ_কবিতা/শঙ্খমালা,1309
bn.wikisource.org,2026-07,23,বিষয়শ্রেণী:মুদ্রণ_সংশোধন_করা_হয়নি,1255
bn.wikisource.org,2026-07,24,লালন-গীতিকা,1240
bn.wikisource.org,2026-07,25,কথা_(১৯৩৮)/পূজারিণী,1163
bn.wikisource.org,2026-07,26,জীবনানন্দ_দাশের_শ্রেষ্ঠ_কবিতা/নির্জন_স্বাক্ষর,1161
bn.wikisource.org,2026-07,27,টেমপ্লেট:Xxxx-larger,1097
bn.wikisource.org,2026-07,28,টেমপ্লেট:PR_PERCENT,1085
bn.wikisource.org,2026-07,29,সঞ্চয়িতা/ভারততীর্থ,1084
bn.wikisource.org,2026-07,30,জীবনানন্দ_দাশের_শ্রেষ্ঠ_কবিতা/মৃত্যুর_আগে,1077
bn.wikisource.org,2026-07,31,শ্রীকান্ত_(প্রথম_পর্ব)/প্রথম_পরিচ্ছেদ,1067
bn.wikisource.org,2026-07,32,উইকিসংকলন:গুগল_ওসিআর_সমন্বয়/TarunnoBot,1023
bn.wikisource.org,2026-07,33,সোনার_তরী_(১৮৯৩)/যেতে_নাহি_দিব,972
bn.wikisource.org,2026-07,34,জীবনানন্দ_দাশের_শ্রেষ্ঠ_কবিতা/সুরঞ্জনা,970
bn.wikisource.org,2026-07,35,গল্পগুচ্ছ_(প্রথম_খণ্ড)/সুভা,935
bn.wikisource.org,2026-07,36,ছাড়পত্র/দেশলাই_কাঠি,931
bn.wikisource.org,2026-07,37,জীবনানন্দ_দাশের_শ্রেষ্ঠ_কবিতা/নীলিমা,857
bn.wikisource.org,2026-07,38,জীবনানন্দ_দাশের_শ্রেষ্ঠ_কবিতা/হায়_চিল,851
bn.wikisource.org,2026-07,39,সঞ্চয়িতা/সবুজের_অভিযান,848
bn.wikisource.org,2026-07,40,নির্ঘণ্ট:শ্যামাপ্রসাদের_কয়েকটি_রচনা.pdf,841
bn.wikisource.org,2026-07,41,ভানুসিংহ_ঠাকুরের_পদাবলী/৮,838
bn.wikisource.org,2026-07,42,সটীক_মেঘনাদবধ_কাব্য/প্রথম_সর্গ,810
bn.wikisource.org,2026-07,43,টুনটুনির_বই/টুনটুনি_আর_রাজার_কথা,807
bn.wikisource.org,2026-07,44,বাংলাদেশের_স্বাধীনতা_যুদ্ধ_দলিলপত্র_(প্রথম_খণ্ড)/৪৩,779
bn.wikisource.org,2026-07,45,ছাড়পত্র/রানার,739
bn.wikisource.org,2026-07,46,জীবনানন্দ_দাশের_শ্রেষ্ঠ_কবিতা/নগ্ন_নির্জন_হাত,736
bn.wikisource.org,2026-07,47,মৈমনসিংহ_গীতিকা/মহুয়া,733
bn.wikisource.org,2026-07,48,জীবনানন্দ_দাশের_শ্রেষ্ঠ_কবিতা/আমাকে_তুমি,727
bn.wikisource.org,2026-07,49,প্রধান_পাতা,696
bn.wikisource.org,2026-07,50,উইকিসংকলন:সাধারণ_দাবিত্যাগ,695
bn.wikiquote.org,2026-07,1,বিশেষ:সাম্প্রতিক_পরিবর্তনসমূহ,220884
bn.wikiquote.org,2026-07,2,প্রধান_পাতা,9474
bn.wikiquote.org,2026-07,3,বিশেষ:অনুসন্ধান,4554
bn.wikiquote.org,2026-07,4,স্বামী_বিবেকানন্দ,3924
bn.wikiquote.org,2026-07,5,প্রথম_প্রতিশ্রুতি_(উপন্যাস),3897
bn.wikiquote.org,2026-07,6,সৈয়দ_মুজতবা_আলী,3876
bn.wikiquote.org,2026-07,7,সংস্কৃতি,3846
bn.wikiquote.org,2026-07,8,কালিদাস_রায়,3684
bn.wikiquote.org,2026-07,9,শহিদ_(ইসলাম),3412
bn.wikiquote.org,2026-07,10,হাঁস,3307
bn.wikiquote.org,2026-07,11,মইনুদ্দিন_চিশতী,3244
bn.wikiquote.org,2026-07,12,বয়স,3124
bn.wikiquote.org,2026-07,13,যুক্তরাজ্যের_তৃতীয়_জর্জ,3098
bn.wikiquote.org,2026-07,14,মার্কাস_অরেলিয়াস,3086
bn.wikiquote.org,2026-07,15,রেজা_পাহলভি,3050
bn.wikiquote.org,2026-07,16,মুহম্মদ_শহীদুল্লাহ,3025
bn.wikiquote.org,2026-07,17,কমলকুমার_মজুমদার,2955
bn.wikiquote.org,2026-07,18,এরিস্টটল,2816
bn.wikiquote.org,2026-07,19,আব্রাহাম,2801
bn.wikiquote.org,2026-07,20,বিপিনচন্দ্র_পাল,2741
bn.wikiquote.org,2026-07,21,মির্জা_গালিব,2602
bn.wikiquote.org,2026-07,22,দেবদাস_(উপন্যাস),2506
bn.wikiquote.org,2026-07,23,বিনোদিনী_দাসী,2503
bn.wikiquote.org,2026-07,24,অপু_বিশ্বাস,2417
bn.wikiquote.org,2026-07,25,জয়_বাংলা,2411
bn.wikiquote.org,2026-07,26,শামসুর_রাহমান,2352
bn.wikiquote.org,2026-07,27,সৈয়দ_আহমদ_খান,2343
bn.wikiquote.org,2026-07,28,শরৎচন্দ্র_চট্টোপাধ্যায়,2317
bn.wikiquote.org,2026-07,29,ফররুখ_আহমদ,2293
bn.wikiquote.org,2026-07,30,অপারেশন_সার্চলাইট,2246
bn.wikiquote.org,2026-07,31,ওসমান_হাদি,2224
bn.wikiquote.org,2026-07,32,মুহাম্মদ_ইউনূস,2215
bn.wikiquote.org,2026-07,33,হাসন_রাজা,2210
bn.wikiquote.org,2026-07,34,নিকোলা_টেসলা,2109
bn.wikiquote.org,2026-07,35,পার্থ_প্রতিম_মজুমদার,2088
bn.wikiquote.org,2026-07,36,জাইমা_রহমান,2069
bn.wikiquote.org,2026-07,37,কায়কোবাদ,2052
bn.wikiquote.org,2026-07,38,ইচ্ছা,2051
bn.wikiquote.org,2026-07,39,বাঁশ,2002
bn.wikiquote.org,2026-07,40,২০২৪-এ_বাংলাদেশে_কোটা_সংস্কার_আন্দোলন,1955
bn.wikiquote.org,2026-07,41,ভারত_বিভাজন,1952
bn.wikiquote.org,2026-07,42,শ্যামাপ্রসাদ_মুখোপাধ্যায়,1902
bn.wikiquote.org,2026-07,43,পৌত্তলিকতাবাদ,1859
bn.wikiquote.org,2026-07,44,অভ্র_কিবোর্ড,1845
bn.wikiquote.org,2026-07,45,সোনা,1824
bn.wikiquote.org,2026-07,46,আয়ারল্যান্ড,1816
bn.wikiquote.org,2026-07,47,গায়রাহ,1809
bn.wikiquote.org,2026-07,48,আরিফ_আজাদ,1797
bn.wikiquote.org,2026-07,49,বাঙালি_মুসলিম,1776
bn.wikiquote.org,2026-07,50,উমর_ইবনুল_খাত্তাব,1775
bn.wikibooks.org,2026-07,1,বিশেষ:অনুসন্ধান,51233
bn.wikibooks.org,2026-07,2,প্রধান_পাতা,9559
bn.wikibooks.org,2026-07,3,বিশেষ:সাম্প্রতিক_পরিবর্তনসমূহ,5287
bn.wikibooks.org,2026-07,4,তড়িৎ_ও_চুম্বক/চুম্বকত্ব/চৌম্বকের_তড়িচ্চালক_শক্তি,2817
bn.wikibooks.org,2026-07,5,বাংলা_বারো_মাসের_নাম,1620
bn.wikibooks.org,2026-07,6,উইকিবই:উইকিবই_লিখন_প্রতিযোগিতা_২০২৪/অংশগ্রহণকারী,1083
bn.wikibooks.org,2026-07,7,বাংলা_লিপি_ও_অক্ষর,1072
bn.wikibooks.org,2026-07,8,উইকিবই:পড়ার_ঘর,1015
bn.wikibooks.org,2026-07,9,উইকিবই:উইকিবই_লিখন_প্রতিযোগিতা_২০২৫/বইয়ের_তালিকা,934
bn.wikibooks.org,2026-07,10,বাংলা_যুক্তাক্ষর,837
bn.wikibooks.org,2026-07,11,হাঁস-মুরগি_পালন/হাঁস-মুরগির_রোগ_ও_তার_প্রতিকার,802
bn.wikibooks.org,2026-07,12,উইকিবই:উইকিবই_লিখন_প্রতিযোগিতা_২০২৫/অংশগ্রহণকারী,776
bn.wikibooks.org,2026-07,13,উইকিশৈশব,738
bn.wikibooks.org,2026-07,14,চিত্র:Political_World_Map_(with_disputed_territories).png,737
bn.wikibooks.org,2026-07,15,হিন্দি_ভাষা_শিক্ষা/হিন্দি_বর্ণমালা,730
bn.wikibooks.org,2026-07,16,সংস্কৃত_ভাষা/বর্ণমালা_ও_উচ্চারণ,646
bn.wikibooks.org,2026-07,17,ব্যবহারকারী_আলাপ:ᱯᱨᱟᱫᱤᱯ_ᱦᱮᱢᱵᱨᱚᱢ,604
bn.wikibooks.org,2026-07,18,উইকিশৈশব:ভাষা/ডাগবানি,594
bn.wikibooks.org,2026-07,19,ব্যবহারকারী_আলাপ:MdsShakil,557
bn.wikibooks.org,2026-07,20,আরবি_ভাষা_শিক্ষা/বর্ণমালা_ও_উচ্চারণ,535
bn.wikibooks.org,2026-07,21,রন্ধনপ্রণালী:কাপ,474
bn.wikibooks.org,2026-07,22,ব্যবহারকারী:RDasgupta2020/খেলাঘর,468
bn.wikibooks.org,2026-07,23,উইকিশৈশব:বর্ণমালায়_ফুল/সকল_পাতা,447
bn.wikibooks.org,2026-07,24,"চিন্তন_ও_নির্দেশনা/সমস্যা_সমাধান,_সমালোচনামূলক_চিন্তন_ও_যুক্তি",443
bn.wikibooks.org,2026-07,25,চিত্র:Erect_human_penis_HQ_SAM_E.jpg,421
bn.wikibooks.org,2026-07,26,উইকিবই:উইকিবই_লিখন_প্রতিযোগিতা_২০২৪/বইয়ের_তালিকা,389
bn.wikibooks.org,2026-07,27,প্রবাদ/ইংরেজি_প্রবাদ,370
bn.wikibooks.org,2026-07,28,বাংলা_সাহিত্যের_ইতিহাস_(প্রাচীন_ও_মধ্যযুগ),366
bn.wikibooks.org,2026-07,29,রন্ধনপ্রণালী:সবজি_পরোটা,363
bn.wikibooks.org,2026-07,30,ইসলাম,355
bn.wikibooks.org,2026-07,31,"অর্থঋণ_আদালতে_মামলা,_বিকল্প_বিরোধ_নিষ্পত্তি_ও_বিচার_পদ্ধতি",337
bn.wikibooks.org,2026-07,32,উইকিবই:উইকিবই_লিখন_প্রতিযোগিতা_২০২৬/বইয়ের_তালিকা,330
bn.wikibooks.org,2026-07,33,আধুনিক_বাংলা_সাহিত্যের_ইতিহাস,318
bn.wikibooks.org,2026-07,34,হিন্দি_ভাষা_শিক্ষা/প্রাথমিক_হিন্দি,317
bn.wikibooks.org,2026-07,34,ছাগল_পালন/ছাগলের_জাত,317
bn.wikibooks.org,2026-07,36,মাগলস_গাইড_টু_হ্যারি_পটার/চরিত্র/হ্যারি_পটার,314
bn.wikibooks.org,2026-07,37,আধুনিক_বাংলা_সাহিত্যের_ইতিহাস/আধুনিক_যুগের_সূত্রপাত,307
bn.wikibooks.org,2026-07,38,উইকিবই:উইকিবই_লিখন_প্রতিযোগিতা_২০২৬/অংশগ্রহণকারী,305
bn.wikibooks.org,2026-07,39,প্রাণীর_অঙ্গসংস্থান_ও_শরীরবিদ্যা/প্রজনন_তন্ত্র,304
bn.wikibooks.org,2026-07,40,বাংলা_ভাষা,303
bn.wikibooks.org,2026-07,41,উইকিবই:সম্পাদনার_সংখ্যা_অনুযায়ী_উইকিবইয়ের_সম্পাদকগণ/১-১০০,299
